split_blocking_group_id,benchmark_positive_herb_ids,benchmark_context_only_herb_ids,benchmark_ineligible_herb_ids,positive_member_count,context_only_member_count,mixed_positive_context_group,compound_context_present_member_count,future_context_closure_rule,training_graph_implication,validation_graph_implication,test_graph_implication
HBG_8018479382da,H0589,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_8035806c0c6b,,H0528,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_80c3c15bf679,,H0466,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_80e3e97ddc76,H0701,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_8135810d7aa0,H0698;H0777;H0779,,,3,0,False,3,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_816cee921353,,H0026,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_8206fc145eb5,,H0532,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_823153db7e34,,H0426,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_828211664a4e,,H0111,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_829d47387bff,H0677;H1078,,,2,0,False,2,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_82cc07821380,,H0468,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_82f5cb60d85c,H0837;H0985,,,2,0,False,2,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_83f22a8f4dad,H0807,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_842c0e3c415e,,H0459,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_844c23e65fb2,,H0551,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_84988e4e869c,H0924,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_849dec518c11,,H0391,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_84dff7648550,H0631,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_84f25d00d778,,H0374,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_85859628bdf9,,H0517,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_85a2d0181b53,H1134,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_86329f498db3,,H0404,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_8675e75ba87d,,H0068,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_8711842e3f4e,,H0578,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_87b102e549a1,H0724,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
